FL_DATE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY
8/1/2018,TUS,DEN,13,18
8/1/2018,TUS,LAS,-3,-8
8/1/2018,TUS,LAS,-2,-12
8/1/2018,TUS,LAS,140,139
8/1/2018,TUS,LAX,-4,0
8/1/2018,TUS,LAX,11,-5
8/1/2018,TUS,LAX,-3,-1
8/1/2018,TUS,MDW,-1,9
8/1/2018,TUS,SAN,-8,-11
8/1/2018,TUS,SAN,37,40
8/1/2018,TUS,PHX,-2,-6
8/1/2018,DFW,ELP,143,140
8/1/2018,JAN,DFW,-4,-2
8/1/2018,DRO,PHX,-18,-8
8/1/2018,PHX,DRO,-5,-5
8/1/2018,PHX,IAH,164,149
8/1/2018,DFW,MFE,65,57
8/1/2018,MFE,DFW,178,176
8/1/2018,DFW,SDF,-6,-2
8/1/2018,SDF,DFW,-3,2
8/1/2018,DFW,ELP,73,74
8/1/2018,FAT,PHX,10,19
8/1/2018,PHX,FAT,24,18
8/1/2018,PHX,TUS,43,45
8/1/2018,TUS,PHX,43,37
8/1/2018,DFW,ABQ,20,28
8/1/2018,LBB,PHX,-8,2
8/1/2018,AMA,DFW,-13,-22
8/1/2018,ABQ,DFW,-4,-7
8/1/2018,LGB,PHX,141,150
8/1/2018,PHX,LGB,155,159
8/1/2018,PHX,LBB,20,32
8/1/2018,ELP,PHX,-5,-8
8/1/2018,CRP,DFW,150,146
8/1/2018,DFW,CRP,140,139
8/1/2018,OKC,DFW,10,0
8/1/2018,DFW,MTJ,-5,5
8/1/2018,MTJ,DFW,1,-3
8/1/2018,DFW,PNS,-2,-2
8/1/2018,PNS,DFW,-7,-12
8/1/2018,MRY,PHX,-18,-10
8/1/2018,PHX,MRY,-2,-12
8/1/2018,DFW,VPS,-4,-5
8/1/2018,VPS,DFW,-7,-16
8/1/2018,DFW,ICT,39,42
8/1/2018,ICT,DFW,160,141
8/1/2018,BRO,DFW,-8,1
8/1/2018,DFW,BRO,-9,-6
8/1/2018,MOB,DFW,48,35
8/1/2018,FSD,DFW,-6,-7
8/1/2018,DFW,CRP,146,138
8/1/2018,FAT,PHX,-6,-10
8/1/2018,PHX,FAT,-5,-15
8/1/2018,ABQ,DFW,-6,-8
8/1/2018,ELP,PHX,-15,-13
8/1/2018,PHX,ELP,0,-14
8/1/2018,PHX,SBP,42,43
8/1/2018,SBP,PHX,74,67
8/1/2018,BIS,DFW,6,-26
8/1/2018,DFW,BIS,14,15
8/1/2018,DFW,LBB,-2,-6
8/1/2018,LBB,DFW,-4,-3
8/1/2018,BOI,PHX,109,100
8/1/2018,DFW,SDF,0,-4
8/1/2018,SDF,DFW,0,-6
8/1/2018,LGB,PHX,-4,-1
8/1/2018,DFW,JAN,127,156
8/1/2018,JAN,DFW,147,134
8/1/2018,DFW,LBB,-3,6
8/1/2018,LBB,DFW,-1,-10
8/1/2018,MAF,PHX,-2,-16
8/1/2018,DFW,ELP,-4,-3
8/1/2018,DFW,AMA,-5,-9
8/1/2018,BMI,DFW,-17,-25
8/1/2018,DFW,BMI,-5,-13
8/1/2018,DFW,MFE,-6,-3
8/1/2018,MFE,DFW,-11,-12
8/1/2018,DFW,SDF,-2,-11
8/1/2018,FLG,PHX,0,-15
8/1/2018,PHX,FLG,70,65
8/1/2018,PIA,DFW,-8,-25
8/1/2018,DFW,HSV,-8,-10
8/1/2018,HSV,DFW,-8,-15
8/1/2018,DFW,MAF,-6,-10
8/1/2018,MAF,DFW,-9,-13
8/1/2018,DFW,MAF,95,94
8/1/2018,CRP,DFW,-7,-13
8/1/2018,DFW,CRP,-2,0
8/1/2018,HSV,DFW,28,16
8/1/2018,CRP,DFW,69,76
8/1/2018,DFW,CRP,68,73
8/1/2018,PHX,SBP,-7,-10
8/1/2018,SBP,PHX,-10,10
8/1/2018,DFW,FSM,33,41
8/1/2018,FSM,DFW,26,22
8/1/2018,PHX,SBA,123,141
8/1/2018,ONT,PHX,16,38
8/1/2018,PHX,ONT,33,25
8/1/2018,ABQ,PHX,37,31
8/1/2018,ELP,DFW,193,179
8/1/2018,FSD,PHX,3,5
8/1/2018,DFW,RAP,0,2
8/1/2018,DFW,ELP,-5,-12
8/1/2018,ELP,DFW,-5,-22
8/1/2018,DFW,MAF,7,1
8/1/2018,MAF,DFW,-7,-10
8/1/2018,DFW,CRP,-4,-8
8/1/2018,DFW,JAN,-5,17
8/1/2018,FSD,DFW,-6,-18
8/1/2018,DFW,HSV,-2,0
8/1/2018,DFW,HOU,-4,-20
8/1/2018,HOU,DFW,-6,-10
8/1/2018,DFW,LBB,19,29
8/1/2018,DFW,JAN,-2,-6
8/1/2018,JAN,DFW,-10,-13
8/1/2018,MRY,PHX,-6,-12
8/1/2018,PHX,MRY,-1,-8
8/1/2018,DFW,DRO,123,129
8/1/2018,DFW,HOU,0,6
8/1/2018,HOU,DFW,-6,-10
8/1/2018,AMA,DFW,-8,-22
8/1/2018,DFW,AMA,3,-4
8/1/2018,DFW,MAF,-2,-5
8/1/2018,MAF,DFW,0,8
8/1/2018,CRP,DFW,-11,-12
8/1/2018,DFW,ABQ,11,9
8/1/2018,AMA,DFW,-8,-22
8/1/2018,DFW,AMA,-5,-5
8/1/2018,DFW,BMI,132,132
8/1/2018,DFW,MLI,-4,2
8/1/2018,MLI,DFW,5,6
8/1/2018,MEM,PHX,32,18
8/1/2018,DFW,SDF,-3,-8
8/1/2018,OKC,PHX,11,15
8/1/2018,RNO,PHX,-7,-4
8/1/2018,PHL,SDF,4,26
8/1/2018,SDF,PHL,47,69
8/1/2018,ROC,CLT,-5,-14
8/1/2018,DCA,RDU,-6,-2
8/1/2018,RDU,DCA,-10,-25
8/1/2018,MIA,MCI,-1,13
8/1/2018,MSY,CLT,-1,-15
8/1/2018,LGA,MSP,32,31
8/1/2018,CHS,PHL,59,66
8/1/2018,PHL,CHS,-3,8
8/1/2018,EYW,MIA,-3,-8
8/1/2018,MIA,EYW,-5,7
8/1/2018,IND,DCA,-8,-20
8/1/2018,PHL,OMA,246,227
8/1/2018,CLT,IND,-4,-4
8/1/2018,IND,CLT,-6,-4
8/1/2018,DTW,PHL,-5,-11
8/1/2018,CMH,CLT,-8,-17
8/1/2018,MHT,DCA,-8,-12
8/1/2018,CLT,ROC,117,151
8/1/2018,ROC,CLT,135,122
8/1/2018,MIA,STL,-9,-16
8/1/2018,STL,MIA,-12,-21
8/1/2018,PWM,PHL,-9,10
8/1/2018,PHL,SDF,14,8
8/1/2018,SDF,PHL,8,4
8/1/2018,PHL,SDF,5,-4
8/1/2018,CMH,DCA,17,7
8/1/2018,DCA,CMH,-6,-14
8/1/2018,DSM,PHL,-3,18
8/1/2018,PHL,DSM,-9,-20
8/1/2018,DCA,DTW,58,62
8/1/2018,JFK,DCA,7,82
8/1/2018,LGA,STL,0,-17
8/1/2018,STL,LGA,-8,-19
8/1/2018,DCA,IND,-5,0
8/1/2018,IND,DCA,3,-14
8/1/2018,DCA,ATL,53,101
8/1/2018,MCI,PHL,0,15
8/1/2018,PHL,MCI,-7,-24
8/1/2018,CMH,PHL,-9,-4
8/1/2018,BGR,DCA,-3,-6
8/1/2018,DCA,BGR,-7,-19
8/1/2018,DCA,MEM,7,21
8/1/2018,PHL,PWM,-3,3
8/1/2018,PWM,PHL,0,-12
8/1/2018,DCA,PVD,-3,-12
8/1/2018,PVD,DCA,-3,-6
8/1/2018,CMH,PHL,-5,-4
8/1/2018,PHL,CMH,-6,-10
8/1/2018,PHL,PIT,1,14
8/1/2018,PIT,PHL,-6,-12
8/1/2018,DCA,RDU,-6,-11
8/1/2018,RDU,DCA,-7,-11
8/1/2018,MCI,DCA,-5,1
8/1/2018,BNA,MIA,23,16
8/1/2018,MIA,BNA,-7,-10
8/1/2018,DCA,STL,-1,-8
8/1/2018,STL,DCA,-6,17
8/1/2018,MSY,MIA,-1,10
8/1/2018,PHL,PVD,-4,3
8/1/2018,PVD,PHL,-2,-8
8/1/2018,DCA,MHT,3,-2
8/1/2018,MHT,DCA,-3,-6
8/1/2018,PHL,STL,-2,6
8/1/2018,STL,PHL,54,61
8/1/2018,CMH,PHL,6,-1
8/1/2018,PHL,CMH,-1,13
8/1/2018,OMA,MIA,-4,0
8/1/2018,ATL,LGA,126,121
8/1/2018,LGA,ATL,85,125
8/1/2018,DCA,MYR,-4,-9
8/1/2018,MYR,DCA,-5,-12
8/1/2018,PIT,LGA,-2,-9
8/1/2018,PHL,SYR,-7,31
8/1/2018,SYR,PHL,32,34
8/1/2018,CMH,PHL,0,-19
8/1/2018,PHL,CMH,-5,-8
8/1/2018,LGA,IND,189,234
8/1/2018,DTW,LGA,-5,-14
8/1/2018,PHL,CMH,2,39
8/1/2018,IND,PHL,0,-5
8/1/2018,PHL,IND,-3,-1
8/1/2018,CMH,DCA,-11,-15
8/1/2018,DCA,CMH,-8,-19
8/1/2018,PHL,CMH,63,58
8/1/2018,MIA,SDF,-5,-8
8/1/2018,DCA,JFK,151,124
8/1/2018,JFK,DCA,110,106
8/1/2018,CLT,HHH,-8,-8
8/1/2018,HHH,CLT,-3,-4
8/1/2018,CMH,DCA,-4,-10
8/1/2018,JAX,DCA,107,93
8/1/2018,DCA,DTW,-3,-14
8/1/2018,DTW,DCA,-4,0
8/1/2018,DCA,HSV,-1,-13
8/1/2018,HSV,DCA,-3,-8
8/1/2018,IND,PHL,28,45
8/1/2018,PHL,IND,-4,26
8/1/2018,DCA,CHS,58,59
8/1/2018,ATL,MIA,17,6
8/1/2018,MIA,ATL,40,52
8/1/2018,MEM,PHL,-7,12
8/1/2018,DCA,SRQ,-9,-4
8/1/2018,SRQ,DCA,-7,-7
8/1/2018,CLT,CMH,-6,-15
8/1/2018,CMH,CLT,-7,-10
8/1/2018,GRR,PHL,-6,-14
8/1/2018,PHL,GRR,0,1
8/1/2018,SDF,DCA,-13,-14
8/1/2018,RDU,JFK,-5,-8
8/1/2018,MIA,IND,0,0
8/1/2018,DCA,SYR,-3,-11
8/1/2018,SYR,DCA,-3,-6
8/1/2018,PHL,MEM,190,195
8/1/2018,LGA,XNA,-5,-5
8/1/2018,BNA,CLT,4,-1
8/1/2018,CMH,LGA,86,97
8/1/2018,EYW,MIA,-11,-15
8/1/2018,MIA,EYW,-5,-5
8/1/2018,PIT,DCA,-10,-13
8/1/2018,DTW,MIA,-3,8
8/1/2018,MIA,DTW,-7,-13
8/1/2018,CHS,DCA,-14,-9
8/1/2018,DCA,CHS,-5,-7
8/1/2018,MIA,IAH,-5,-1
8/1/2018,CLT,CMH,82,72
8/1/2018,DCA,BTV,-6,-15
8/1/2018,DSM,PHL,8,16
8/1/2018,BNA,LGA,79,76
8/1/2018,LGA,BNA,-8,65
8/1/2018,SDF,PHL,-4,-4
8/1/2018,MSP,LGA,-9,-6
8/1/2018,PHL,PWM,-2,10
8/1/2018,ATL,MIA,-4,-18
8/1/2018,MIA,ATL,-3,-4
8/1/2018,IND,CLT,4,5
8/1/2018,ATL,LGA,-7,-31
8/1/2018,LGA,ATL,-3,-18
8/1/2018,BUF,DCA,-5,17
8/1/2018,DCA,BUF,-3,-10
8/1/2018,LGA,MSP,-6,57
8/1/2018,MSP,LGA,71,80
8/1/2018,PHL,IND,0,-2
8/1/2018,DCA,MSP,-4,42
8/1/2018,PHL,ALB,-4,-20
8/1/2018,DCA,PNS,-3,26
8/1/2018,XNA,LGA,-5,4
8/1/2018,ATL,DCA,13,-1
8/1/2018,DCA,ATL,-3,16
8/1/2018,DCA,MSY,-5,3
8/1/2018,MSY,DCA,32,34
8/1/2018,IND,MIA,-5,-4
8/1/2018,BGR,PHL,-6,-13
8/1/2018,PHL,BGR,-5,-13
8/1/2018,PHL,DCA,8,5
8/1/2018,DCA,MHT,67,58
8/1/2018,BNA,DCA,11,18
8/1/2018,DCA,BNA,-4,5
8/1/2018,DCA,DSM,29,45
8/1/2018,PHL,IND,-2,1
8/1/2018,CMH,DCA,-6,-18
8/1/2018,DCA,CMH,-5,-8
8/1/2018,ATL,DCA,-3,3
8/1/2018,DCA,ATL,-5,-9
8/1/2018,BDL,DCA,-4,-10
8/1/2018,DCA,BDL,5,-3
8/1/2018,ATL,LGA,-10,-17
8/1/2018,LGA,ATL,-6,-12
8/1/2018,CMH,LGA,-2,-5
8/1/2018,LGA,CMH,-7,-13
8/1/2018,CLT,HHH,-3,3
8/1/2018,HHH,CLT,-10,-7
8/1/2018,ATL,DCA,-4,-27
8/1/2018,BUF,PHL,0,-3
8/1/2018,PHL,BUF,-4,11
8/1/2018,DCA,JFK,12,4
8/1/2018,DSM,DCA,-7,-13
8/1/2018,IND,LGA,-9,-14
8/1/2018,SYR,PHL,-6,-10
8/1/2018,PHL,PNS,30,30
8/1/2018,PNS,PHL,58,39
8/1/2018,DCA,SDF,-1,-3
8/1/2018,SDF,DCA,23,62
8/1/2018,DCA,PIT,239,262
8/1/2018,OMA,PHL,-9,-18
8/1/2018,PHL,OMA,-5,-9
8/1/2018,MEM,DCA,-8,-12
8/1/2018,BGR,PHL,0,12
8/1/2018,DCA,MCI,20,-1
8/1/2018,BGR,PHL,18,9
8/1/2018,PHL,BGR,6,24
8/1/2018,CLT,DCA,60,54
8/1/2018,PHL,JAX,-4,-6
8/1/2018,PHL,PVD,-10,-11
8/1/2018,PVD,PHL,-11,-9
8/1/2018,EYW,MIA,-11,-16
8/1/2018,DCA,PHL,-2,-11
8/1/2018,DCA,JAX,-8,-6
8/1/2018,PHL,PIT,-3,-8
8/1/2018,PIT,PHL,2,-6
8/1/2018,CLT,PNS,-4,0
8/1/2018,PNS,CLT,-6,11
8/1/2018,LGA,XNA,54,103
8/1/2018,DCA,MCI,-7,-29
8/1/2018,MCI,DCA,-7,-6
8/1/2018,XNA,LGA,46,70
8/1/2018,EYW,MIA,-11,-19
8/1/2018,MIA,EYW,-5,-2
8/1/2018,CMH,PHL,-4,-3
8/1/2018,CLT,JAX,39,64
8/1/2018,JAX,CLT,76,71
8/1/2018,LGA,MIA,-1,-10
8/1/2018,PIT,DCA,-3,13
8/1/2018,MIA,LGA,-2,0
8/1/2018,PWM,DCA,-8,-15
8/1/2018,AUS,MIA,-8,-14
8/1/2018,MIA,AUS,-3,-3
8/1/2018,HSV,DCA,-8,-28
8/1/2018,JFK,DCA,-5,-12
8/1/2018,LGA,MSP,-8,-10
8/1/2018,MSP,LGA,-7,-16
8/1/2018,CHS,MIA,-7,-12
8/1/2018,MIA,CHS,-5,-3
8/1/2018,IND,CLT,-6,-10
8/1/2018,DCA,CLT,59,70
8/1/2018,DCA,MSY,47,90
8/1/2018,LGA,STL,-10,-14
8/1/2018,STL,LGA,37,49
8/1/2018,DCA,MSY,-7,0
8/1/2018,DCA,IND,-7,-29
8/1/2018,IND,DCA,-2,8
8/1/2018,CLT,OMA,2,-9
8/1/2018,OMA,CLT,-11,-4
8/1/2018,DCA,PWM,6,1
8/1/2018,PWM,DCA,2,-1
8/1/2018,OKC,PHL,-9,-8
8/1/2018,PHL,OKC,-6,-9
8/1/2018,MIA,OMA,-3,-16
8/1/2018,DCA,PHL,-3,-25
8/1/2018,DCA,STL,-11,-21
8/1/2018,STL,DCA,-7,-18
8/1/2018,CMH,DCA,-6,8
8/1/2018,DCA,MCI,-8,-20
8/1/2018,MCI,DCA,-1,22
8/1/2018,DCA,MSY,-7,8
8/1/2018,MSY,DCA,5,-4
8/1/2018,MSY,DCA,-7,-6
8/1/2018,BTV,DCA,-3,10
8/1/2018,DCA,BTV,-9,-24
8/1/2018,CMH,PHL,-3,-17
8/1/2018,PHL,CMH,-8,-10
8/1/2018,DTW,DCA,-3,-10
8/1/2018,MSP,DCA,-7,-3
8/1/2018,PHL,DSM,7,47
8/1/2018,BUF,DCA,-9,-9
8/1/2018,DCA,BUF,-4,-10
8/1/2018,LGA,DTW,122,129
8/1/2018,PHL,SAV,-7,36
8/1/2018,SAV,PHL,27,55
8/1/2018,LGA,PIT,46,56
8/1/2018,PIT,LGA,84,95
8/1/2018,PHL,STL,-5,46
8/1/2018,CLT,IND,80,71
8/1/2018,BNA,MIA,17,9
8/1/2018,MIA,BNA,-1,-3
8/1/2018,DCA,MVY,2,-3
8/1/2018,MVY,DCA,7,29
8/1/2018,LGA,BOS,270,297
8/1/2018,JFK,CMH,251,241
8/1/2018,LGA,DFW,310,294
8/1/2018,PIT,LGA,183,211
8/1/2018,CMH,BOS,135,140
8/1/2018,ROC,LGA,366,357
8/1/2018,MIA,JAX,-3,-7
8/1/2018,BTV,DCA,-9,-8
8/1/2018,DCA,PWM,-3,0
8/1/2018,PWM,DCA,-3,-1
8/1/2018,CLT,ILM,-2,-9
8/1/2018,ILM,CLT,-5,-20
8/1/2018,DCA,CMH,3,17
8/1/2018,JAX,PHL,-3,24
8/1/2018,ORF,MIA,-4,-12
8/1/2018,DCA,IND,-3,50
8/1/2018,PHL,PIT,-1,21
8/1/2018,MIA,ORF,-3,-19
8/1/2018,PHL,PVD,-1,2
8/1/2018,PVD,PHL,-7,-20
8/1/2018,CLT,CMH,-6,-5
8/1/2018,CMH,CLT,1,-2
8/1/2018,BNA,DCA,-9,-21
8/1/2018,DCA,BNA,-8,-14
8/1/2018,IND,MIA,-3,2
8/1/2018,MIA,IND,-3,-26
8/1/2018,PHL,DCA,-6,-12
8/1/2018,CLT,DTW,-3,-17
8/1/2018,DTW,CLT,-2,66
8/1/2018,PHL,RDU,-3,-4
8/1/2018,RDU,PHL,0,-28
8/1/2018,DCA,MEM,-3,-3
8/1/2018,MEM,DCA,-11,-14
8/1/2018,CLT,IND,8,60
8/1/2018,CLT,ROC,17,1
8/1/2018,IND,PHL,-10,-12
8/1/2018,IND,DCA,-7,-22
8/1/2018,DCA,BUF,18,96
8/1/2018,DCA,ROC,-5,0
8/1/2018,ROC,DCA,-1,-7
8/1/2018,MIA,BNA,-3,-18
8/1/2018,DCA,MHT,4,-4
8/1/2018,MHT,DCA,-10,-13
8/1/2018,PHL,SYR,-4,15
8/1/2018,CLT,BNA,-6,-4
8/1/2018,AUS,MIA,4,19
8/1/2018,MIA,AUS,-7,8
8/1/2018,DCA,LGA,-4,-12
8/1/2018,LGA,DCA,-5,-17
8/1/2018,DCA,LGA,-8,-15
8/1/2018,LGA,DCA,-4,-4
8/1/2018,DCA,LGA,-4,1
8/1/2018,LGA,DCA,-5,-18
8/1/2018,LGA,DCA,22,23
8/1/2018,DCA,LGA,-7,25
8/1/2018,LGA,DCA,19,117
8/1/2018,DCA,LGA,20,65
8/1/2018,LGA,DCA,60,93
8/1/2018,DCA,LGA,99,84
8/1/2018,LGA,DCA,-12,2
8/1/2018,DCA,LGA,-5,-6
8/1/2018,DCA,LGA,197,180
8/1/2018,DCA,LGA,210,220
8/1/2018,LGA,DCA,214,227
8/1/2018,LGA,DCA,-5,-18
8/1/2018,DCA,LGA,-11,-17
8/1/2018,LGA,DCA,-7,-16
8/1/2018,LGA,DCA,-6,-7
8/1/2018,LGA,DCA,183,181
8/1/2018,DCA,LGA,-5,-3
8/1/2018,DCA,LGA,82,64
8/1/2018,CMH,DTW,67,51
8/1/2018,MKE,LGA,-8,44
8/1/2018,BOS,IND,30,25
8/1/2018,DTW,IND,118,107
8/1/2018,IND,DTW,73,64
8/1/2018,LGA,IAH,-3,-10
8/1/2018,LGA,CHS,-3,44
8/1/2018,LGA,IAH,3,8
8/1/2018,LGA,CHS,-2,-15
8/1/2018,BOS,CMH,89,99
8/1/2018,MSN,DCA,-5,-7
8/1/2018,BOS,IND,26,30
8/1/2018,BOS,IND,120,178
8/1/2018,LGA,IND,62,123
8/1/2018,CMH,JFK,128,128
8/1/2018,DCA,JFK,-10,-26
8/1/2018,LGA,SDF,-5,10
8/1/2018,CMH,DTW,10,-5
8/1/2018,RDU,LGA,-2,-10
8/1/2018,CHS,LGA,79,74
8/1/2018,LGA,CMH,-5,-33
8/1/2018,RDU,LGA,158,153
8/1/2018,OMA,DCA,-8,-6
8/1/2018,LGA,MEM,-11,7
8/1/2018,JFK,DCA,-5,-20
8/1/2018,IND,BOS,105,113
8/1/2018,CMH,LGA,-4,-3
8/1/2018,LGA,BUF,112,168
8/1/2018,LGA,DCA,160,181
8/1/2018,DFW,LGA,86,85
8/1/2018,JFK,CMH,-5,0
8/1/2018,LGA,DFW,27,25
8/1/2018,LGA,MSN,28,69
8/1/2018,JFK,CMH,-5,23
8/1/2018,BOS,CMH,161,155
8/1/2018,BOS,CMH,131,127
8/1/2018,LGA,IND,14,0
8/1/2018,LGA,IAH,204,207
8/1/2018,LGA,ROC,-7,9
8/1/2018,LEX,DCA,-4,-6
8/1/2018,RDU,LGA,-6,-16
8/1/2018,SDF,DTW,-1,-11
8/1/2018,BUF,LGA,2,-2
8/1/2018,LGA,MKE,39,48
8/1/2018,BOS,LGA,119,129
8/1/2018,DTW,ROC,-1,-9
8/1/2018,ROC,DTW,-3,-13
8/1/2018,LGA,BOS,107,114
8/1/2018,LGA,BOS,81,111
8/1/2018,CLT,LGA,-9,-2
8/1/2018,CMH,BOS,87,91
8/1/2018,MKE,LGA,-6,-7
8/1/2018,LGA,RDU,-4,-20
8/1/2018,LGA,MCI,257,235
8/1/2018,MCI,LGA,229,232
8/1/2018,LGA,PIT,-9,41
8/1/2018,DFW,LGA,120,104
8/1/2018,MCI,BOS,314,308
8/1/2018,BOS,MCI,143,133
8/1/2018,MEM,LGA,3,59
8/1/2018,DFW,LGA,142,116
8/1/2018,CMH,BOS,-3,-2
8/1/2018,IND,LGA,-8,93
8/1/2018,RDU,LGA,102,184
8/1/2018,LGA,DFW,43,131
8/1/2018,IAH,LGA,168,138
8/1/2018,LGA,DFW,-2,-13
8/1/2018,IND,LGA,-5,-12
8/1/2018,IND,DTW,22,24
8/1/2018,IAH,LGA,-4,25
8/1/2018,BUF,LGA,119,128
8/1/2018,CMH,JFK,-3,-5
8/1/2018,IAH,LGA,-8,-37
8/1/2018,IAH,LGA,48,37
8/1/2018,DTW,CMH,11,14
8/1/2018,CMH,LGA,-6,-10
8/1/2018,LGA,IND,-6,-3
8/1/2018,DCA,MSN,-6,-13
8/1/2018,JAX,LGA,-4,-9
8/1/2018,CMH,LGA,-5,15
8/1/2018,LGA,CMH,-9,-7
8/1/2018,DCA,LGA,-2,74
8/1/2018,MSN,LGA,131,151
8/1/2018,LGA,RDU,114,153
8/1/2018,LGA,DCA,136,152
8/1/2018,LGA,IAH,-2,37
8/1/2018,DTW,CMH,35,25
8/1/2018,LGA,DCA,100,115
8/1/2018,IND,BOS,-8,-15
8/1/2018,LGA,RDU,101,81
8/1/2018,DCA,LGA,-4,73
8/1/2018,DCA,LGA,-8,19
8/1/2018,LGA,DFW,74,123
8/1/2018,LGA,IAH,4,11
8/1/2018,IAH,LGA,-2,-8
8/1/2018,DFW,DTW,-2,-18
8/1/2018,LGA,JAX,-3,-6
8/1/2018,DCA,LEX,93,75
8/1/2018,LGA,BUF,-7,106
8/1/2018,DFW,DTW,156,131
8/1/2018,CHS,LGA,-4,-14
8/1/2018,LGA,IAH,-7,4
8/1/2018,DCA,LGA,167,149
8/1/2018,LGA,BOS,-5,-6
8/1/2018,LGA,BOS,66,68
8/1/2018,LGA,BOS,-2,9
8/1/2018,BOS,LGA,-3,2
8/1/2018,LGA,BOS,-1,19
8/1/2018,BOS,LGA,60,64
8/1/2018,LGA,BOS,68,167
8/1/2018,BOS,LGA,41,44
8/1/2018,LGA,BOS,129,152
8/1/2018,BOS,LGA,100,142
8/1/2018,LGA,BOS,169,187
8/1/2018,BOS,LGA,307,338
8/1/2018,BOS,LGA,139,235
8/1/2018,BOS,LGA,179,175
8/1/2018,IND,LGA,-2,-5
8/1/2018,IND,LGA,-10,2
8/1/2018,DCA,OMA,-6,-33
8/1/2018,LGA,SDF,147,160
8/1/2018,DTW,DFW,22,12
8/1/2018,IND,BOS,29,35
8/1/2018,LGA,IND,111,172
8/1/2018,SDF,LGA,44,63
8/1/2018,ROC,LGA,-8,-16
8/1/2018,LGA,CMH,-10,-16
8/1/2018,DTW,LEX,116,139
8/1/2018,LEX,DTW,132,128
8/1/2018,CMH,JFK,0,-7
8/1/2018,DTW,SDF,-2,-5
8/1/2018,MSN,LGA,-9,0
8/1/2018,LGA,SDF,-7,-19
8/1/2018,LGA,RDU,52,74
8/1/2018,CMH,RDU,-2,-10
8/1/2018,SDF,LGA,-7,-9
8/1/2018,LGA,ROC,0,47
8/1/2018,DFW,DTW,23,13
8/1/2018,DTW,IND,44,49
8/1/2018,DFW,LGA,86,61
8/1/2018,LGA,CMH,139,141
8/1/2018,LGA,MSN,71,134
8/1/2018,CMH,LGA,-6,-4
8/1/2018,CMH,LGA,48,44
8/1/2018,DTW,DFW,-8,-11
8/1/2018,SDF,LGA,-9,-21
8/1/2018,IAH,LGA,55,78
8/1/2018,LGA,CLT,-3,-10
8/1/2018,LGA,MKE,-6,-20
8/1/2018,DTW,DFW,-4,-10
8/1/2018,RDU,CMH,67,89
8/1/2018,LGA,DCA,-2,18
8/1/2018,DCA,LGA,-6,-9
8/1/2018,LGA,DCA,-9,-8
8/1/2018,DCA,LGA,-2,-12
8/1/2018,LGA,DCA,-1,-5
8/1/2018,DCA,LGA,-4,9
8/1/2018,LGA,DCA,-5,-23
8/1/2018,DCA,LGA,-10,-3
8/1/2018,LGA,DCA,-7,-15
8/1/2018,DCA,LGA,-3,-21
8/1/2018,LGA,DCA,-6,-12
8/1/2018,DCA,LGA,-8,-10
8/1/2018,LGA,DCA,-4,6
8/1/2018,DCA,SEA,-6,-25
8/1/2018,SEA,DCA,11,20
8/1/2018,DCA,SEA,-9,3
8/1/2018,SEA,DCA,-8,-1
8/1/2018,RDM,SEA,-16,-25
8/1/2018,SEA,RDM,-7,0
8/1/2018,JFK,SEA,-1,26
8/1/2018,SEA,EWR,-8,-1
8/1/2018,SEA,MCO,16,-3
8/1/2018,EWR,SEA,2,-37
8/1/2018,SEA,BOS,0,10
8/1/2018,SEA,EWR,43,38
8/1/2018,BOS,SEA,45,39
8/1/2018,SEA,MCO,122,143
8/1/2018,PHL,SEA,-3,18
8/1/2018,SEA,JFK,-3,0
8/1/2018,MCO,SEA,14,12
8/1/2018,SEA,ORD,-1,-1
8/1/2018,ORD,SEA,101,109
8/1/2018,SEA,ORD,99,112
8/1/2018,ORD,SEA,0,-2
8/1/2018,SEA,BOS,-3,-6
8/1/2018,BOS,SEA,-2,6
8/1/2018,SEA,ORD,-1,-4
8/1/2018,ORD,SEA,-1,-10
8/1/2018,SEA,MSP,16,10
8/1/2018,ORD,SEA,-1,46
8/1/2018,PDX,BOS,23,53
8/1/2018,EWR,SEA,-1,-9
8/1/2018,SEA,PHL,-4,-11
8/1/2018,BOS,PDX,44,54
8/1/2018,SEA,ORD,16,82
8/1/2018,FLL,SEA,107,88
8/1/2018,SEA,MSP,31,22
8/1/2018,MSP,SEA,13,1
8/1/2018,SEA,FLL,109,121
8/1/2018,MSP,SEA,-7,-7
8/1/2018,ADQ,ANC,-10,-13
8/1/2018,ANC,BET,-9,-6
8/1/2018,BET,ANC,-16,-25
8/1/2018,ANC,BET,-4,-3
8/1/2018,BET,ANC,-17,4
8/1/2018,ANC,BET,0,-2
8/1/2018,BET,ANC,0,-6
8/1/2018,ANC,ADQ,-12,-17
8/1/2018,ADQ,ANC,-12,-23
8/1/2018,ANC,ADQ,-17,-19
8/1/2018,ANC,SCC,-5,-21
8/1/2018,SCC,BRW,-16,-15
8/1/2018,BRW,ANC,-14,-27
8/1/2018,ORD,SEA,71,67
8/1/2018,ANC,SEA,3,-12
8/1/2018,EWR,PDX,-8,-23
8/1/2018,PDX,EWR,-4,-23
8/1/2018,FAI,ANC,-13,-16
8/1/2018,ANC,SCC,13,2
8/1/2018,BRW,FAI,-6,-5
8/1/2018,SCC,BRW,-15,-16
8/1/2018,SEA,ORD,-6,18
