FL_DATE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY
8/1/2018,ORD,TYS,-4,52
8/1/2018,TYS,ORD,70,78
8/1/2018,EUG,PHX,-5,-14
8/1/2018,ORD,TOL,-6,11
8/1/2018,ABQ,PHX,19,42
8/1/2018,PHX,ABQ,-5,-7
8/1/2018,PHX,TUS,-2,7
8/1/2018,TUS,PHX,-3,-9
8/1/2018,EWR,ORD,20,9
8/1/2018,ORD,EWR,-10,26
8/1/2018,TOL,ORD,-12,-10
8/1/2018,ORD,RST,6,42
8/1/2018,LSE,ORD,-9,-12
8/1/2018,ORD,LSE,-6,-14
8/1/2018,DTW,ORD,70,84
8/1/2018,ORD,DTW,33,44
8/1/2018,ORD,PIA,194,203
8/1/2018,PIA,ORD,197,181
8/1/2018,GRR,ORD,-1,-7
8/1/2018,ORD,GRR,-10,-16
8/1/2018,ORD,SLC,-4,52
8/1/2018,SLC,ORD,40,41
8/1/2018,PHX,SAF,-5,8
8/1/2018,SAF,PHX,-14,-24
8/1/2018,GRB,ORD,-5,-12
8/1/2018,ORD,TVC,-2,23
8/1/2018,ORD,BUF,-3,23
8/1/2018,PHX,PSP,-1,8
8/1/2018,MFR,LAX,-4,1
8/1/2018,ORD,FNT,-1,17
8/1/2018,EVV,ORD,-6,-30
8/1/2018,EUG,LAX,15,39
8/1/2018,MFR,PHX,-6,-9
8/1/2018,ABQ,LAX,44,38
8/1/2018,LAX,ABQ,15,27
8/1/2018,DTW,ORD,-3,-7
8/1/2018,LAX,FAT,43,40
8/1/2018,LAX,RNO,-6,-12
8/1/2018,RNO,LAX,-10,-16
8/1/2018,ORD,HSV,27,16
8/1/2018,ASE,DFW,140,124
8/1/2018,ORD,RAP,-6,-19
8/1/2018,RAP,ORD,-7,28
8/1/2018,ORD,SLC,60,60
8/1/2018,DTW,ORD,47,48
8/1/2018,ORD,DTW,42,52
8/1/2018,ORD,SDF,-4,1
8/1/2018,SDF,ORD,152,154
8/1/2018,PSP,PHX,-10,-6
8/1/2018,CHA,ORD,-9,-13
8/1/2018,MSN,ORD,-3,-6
8/1/2018,ORD,MSN,-9,-8
8/1/2018,DFW,FWA,-6,-7
8/1/2018,FWA,DFW,-4,-4
8/1/2018,EUG,LAX,-11,-18
8/1/2018,GRB,ORD,2,-7
8/1/2018,ORD,GRB,-6,6
8/1/2018,CHO,ORD,-12,-25
8/1/2018,CHO,ORD,69,53
8/1/2018,ORD,CHO,64,66
8/1/2018,ICT,ORD,-10,-5
8/1/2018,ORD,MKE,46,77
8/1/2018,ICT,ORD,-3,-11
8/1/2018,ORD,ICT,2,-6
8/1/2018,ICT,ORD,76,147
8/1/2018,ORD,ICT,2,-15
8/1/2018,MKE,ORD,-3,8
8/1/2018,MKE,ORD,69,69
8/1/2018,MKE,ORD,107,113
8/1/2018,ORD,MKE,-4,28
8/1/2018,ORD,MKE,174,187
8/1/2018,ORD,CHO,20,16
8/1/2018,ORD,ICT,20,22
8/1/2018,MEI,DFW,-6,-15
8/1/2018,PIB,MEI,-6,-4
8/1/2018,ORD,MKE,12,36
8/1/2018,DFW,PIB,-2,-5
8/1/2018,MEI,ORD,32,59
8/1/2018,PIB,MEI,-15,-21
8/1/2018,MEI,PIB,89,88
8/1/2018,ORD,MEI,102,104
8/1/2018,PHX,SGU,-1,0
8/1/2018,SGU,PHX,-6,-13
8/1/2018,PHX,SGU,-3,-10
8/1/2018,SGU,PHX,-11,-13
8/1/2018,MKE,ORD,28,18
8/1/2018,GRB,ORD,274,277
8/1/2018,ORD,GRB,-3,-13
8/1/2018,PHX,ROW,-5,-9
8/1/2018,ROW,PHX,-6,-11
8/1/2018,FAT,LAX,-5,-12
8/1/2018,LAX,FAT,-9,-11
8/1/2018,PHX,PSP,-8,-4
8/1/2018,PSP,PHX,-16,-17
8/1/2018,PHX,EUG,-3,10
8/1/2018,FAR,ORD,66,161
8/1/2018,ORD,FAR,13,24
8/1/2018,TVC,ORD,-8,-24
8/1/2018,HSV,ORD,-9,-14
8/1/2018,LAX,EUG,-4,-14
8/1/2018,ORD,PIA,-10,-15
8/1/2018,PIA,ORD,-4,-17
8/1/2018,ORD,DTW,43,44
8/1/2018,PHX,GJT,14,29
8/1/2018,MSN,ORD,309,321
8/1/2018,ORD,MSN,-2,-4
8/1/2018,COS,ORD,92,90
8/1/2018,FWA,ORD,240,225
8/1/2018,ORD,FWA,49,78
8/1/2018,DFW,CLL,-5,9
8/1/2018,CLL,DFW,-7,-18
8/1/2018,DFW,GRK,-8,-12
8/1/2018,GRK,DFW,-7,-14
8/1/2018,CLL,DFW,-1,-8
8/1/2018,DFW,CLL,-7,14
8/1/2018,ASE,ORD,-6,7
8/1/2018,ATL,ORD,78,32
8/1/2018,ORD,ATL,30,43
8/1/2018,GJT,PHX,-7,-19
8/1/2018,DAY,ORD,136,235
8/1/2018,ORD,DAY,70,85
8/1/2018,EVV,ORD,84,98
8/1/2018,ORD,EVV,0,-5
8/1/2018,LAX,TUS,1,-3
8/1/2018,TUS,LAX,-2,-10
8/1/2018,RST,ORD,-3,7
8/1/2018,BUF,ORD,-6,-4
8/1/2018,PHX,LAX,-5,-13
8/1/2018,BIS,ORD,3,74
8/1/2018,ORD,BIS,-10,-11
8/1/2018,ASE,LAX,-8,-20
8/1/2018,LAX,ASE,-9,4
8/1/2018,ORD,BNA,15,11
8/1/2018,SLC,LAX,-11,7
8/1/2018,SDF,ORD,-5,-19
8/1/2018,HPN,ORD,-10,-2
8/1/2018,ORD,HPN,-7,-5
8/1/2018,FNT,ORD,-4,-22
8/1/2018,ORD,FNT,-2,-3
8/1/2018,FAT,LAX,-5,-12
8/1/2018,FNT,ORD,-2,-14
8/1/2018,BUR,PHX,-7,3
8/1/2018,PHX,BUR,-6,-11
8/1/2018,BNA,ORD,28,18
8/1/2018,ORD,BNA,-4,27
8/1/2018,CID,ORD,-14,12
8/1/2018,ORD,CID,-10,-13
8/1/2018,IND,ORD,-8,-22
8/1/2018,ORD,IND,-4,-10
8/1/2018,ORD,TOL,12,36
8/1/2018,TOL,ORD,85,81
8/1/2018,DFW,ASE,-3,-8
8/1/2018,FLG,PHX,0,-2
8/1/2018,ORD,ROC,7,51
8/1/2018,ROC,ORD,79,77
8/1/2018,ORD,RIC,0,3
8/1/2018,RIC,ORD,3,1
8/1/2018,ORD,FSD,127,131
8/1/2018,MSP,ORD,32,96
8/1/2018,ORD,MSP,-5,9
8/1/2018,PHX,MFR,-5,-1
8/1/2018,ORD,IND,2,15
8/1/2018,LAX,PHX,13,5
8/1/2018,TYS,DFW,-5,-13
8/1/2018,IND,ORD,-7,-15
8/1/2018,JAC,LAX,-12,-5
8/1/2018,PHX,FLG,22,41
8/1/2018,ORD,RIC,59,69
8/1/2018,SJC,AUS,-10,-5
8/1/2018,AUS,SJC,6,11
8/1/2018,SEA,PDX,-3,-4
8/1/2018,TUS,SJC,-6,-18
8/1/2018,SJC,TUS,-1,27
8/1/2018,DAL,SAN,43,31
8/1/2018,SAN,DAL,-2,7
8/1/2018,PDX,DAL,-5,-20
8/1/2018,LAX,SJC,-17,-37
8/1/2018,SJC,LAX,-4,-13
8/1/2018,LAX,SJC,-9,-23
8/1/2018,SJC,LAX,-8,-1
8/1/2018,LAX,SJC,-5,-17
8/1/2018,SJC,LAX,15,9
8/1/2018,LAX,SJC,-12,-31
8/1/2018,SJC,LAX,-11,-14
8/1/2018,DAL,LGA,-4,-4
8/1/2018,LGA,DAL,0,-27
8/1/2018,DAL,LGA,-10,-21
8/1/2018,LGA,DAL,-11,13
8/1/2018,DAL,LGA,-3,0
8/1/2018,LGA,DAL,-4,58
8/1/2018,DAL,LGA,12,37
8/1/2018,LGA,DAL,-3,-8
8/1/2018,SJC,DAL,-5,33
8/1/2018,DAL,SJC,-1,-9
8/1/2018,DAL,DCA,-12,-18
8/1/2018,DCA,DAL,8,14
8/1/2018,DAL,DCA,2,24
8/1/2018,DCA,DAL,-2,-12
8/1/2018,DAL,DCA,-6,26
8/1/2018,DCA,DAL,48,50
8/1/2018,SAN,AUS,-6,18
8/1/2018,SAN,OMA,-2,-33
8/1/2018,OMA,SAN,9,-23
8/1/2018,SAN,SMF,0,7
8/1/2018,SAN,SLC,0,-2
8/1/2018,SAN,SMF,-1,-3
8/1/2018,SMF,SAN,-7,-10
8/1/2018,SAN,SMF,-6,-12
8/1/2018,SMF,SAN,-10,-15
8/1/2018,SEA,BOI,-4,-4
8/1/2018,SAN,STL,-7,12
8/1/2018,BOI,SLC,-11,-12
8/1/2018,SLC,SAN,-7,-8
8/1/2018,SLC,BOI,-4,-9
8/1/2018,SJC,SAN,-3,-5
8/1/2018,SAN,SJC,-5,-11
8/1/2018,SEA,PDX,6,1
8/1/2018,SMF,SEA,32,18
8/1/2018,SEA,DAL,-2,-15
8/1/2018,ICT,SEA,-4,3
8/1/2018,SFO,SNA,-4,-16
8/1/2018,SNA,SFO,-10,-12
8/1/2018,BIL,SEA,-9,-9
8/1/2018,SFO,ABQ,-1,6
8/1/2018,ABQ,SFO,-7,-2
8/1/2018,PDX,ONT,-2,-10
8/1/2018,DAL,SEA,0,20
8/1/2018,SEA,BIL,19,11
8/1/2018,SMF,PDX,-8,-22
8/1/2018,PDX,MSP,-1,-2
8/1/2018,MSP,PDX,-12,-10
8/1/2018,PDX,OMA,-3,-7
8/1/2018,OMA,PDX,-2,16
8/1/2018,BIL,SEA,-3,-7
8/1/2018,STS,PDX,-7,-16
8/1/2018,BIL,PDX,7,-5
8/1/2018,SEA,PDX,-6,2
8/1/2018,SJC,SAN,-6,-8
8/1/2018,SAN,SJC,-7,-4
8/1/2018,SJC,SAN,-9,-14
8/1/2018,SAN,SJC,21,9
8/1/2018,SJC,SNA,-9,-7
8/1/2018,SLC,PDX,-8,-8
8/1/2018,ONT,PDX,-6,-6
8/1/2018,PDX,SMF,0,-2
8/1/2018,SAN,SJC,-12,-9
8/1/2018,SJC,SAN,-7,-12
8/1/2018,SNA,SJC,-8,-13
8/1/2018,SJC,SNA,-9,-3
8/1/2018,SNA,SJC,-7,-2
8/1/2018,SJC,SNA,-9,-9
8/1/2018,SNA,SJC,-10,8
8/1/2018,SAN,MRY,-4,46
8/1/2018,BOI,SEA,-10,-18
8/1/2018,AUS,SAN,-13,-32
8/1/2018,SAN,FAT,23,30
8/1/2018,SEA,ICT,-6,-24
8/1/2018,MCI,SFO,37,16
8/1/2018,SFO,MCI,0,50
8/1/2018,PDX,SEA,-2,-3
8/1/2018,SEA,BIL,4,-12
8/1/2018,PDX,SEA,25,45
8/1/2018,SAN,STS,-7,-16
8/1/2018,SLC,SFO,-9,15
8/1/2018,SAN,FAT,-1,13
8/1/2018,FAT,PDX,-5,-6
8/1/2018,PDX,FAT,-5,1
8/1/2018,SLC,PDX,-6,6
8/1/2018,STS,SAN,-9,-28
8/1/2018,DAL,SEA,8,12
8/1/2018,PDX,SLC,-6,-4
8/1/2018,SEA,SMF,0,-12
8/1/2018,SFO,SLC,-3,7
8/1/2018,MCI,SAN,-6,-28
8/1/2018,PDX,STS,-8,-8
8/1/2018,STL,SAN,5,-18
8/1/2018,PDX,ONT,-4,-9
8/1/2018,PDX,SEA,5,1
8/1/2018,SEA,DAL,8,-1
8/1/2018,LAX,SLC,-5,-3
8/1/2018,SAN,MCI,-10,-9
8/1/2018,FAT,SAN,16,9
8/1/2018,RNO,PDX,-5,-23
8/1/2018,BOI,PDX,-5,23
8/1/2018,PDX,MKE,-5,-14
8/1/2018,MKE,PDX,0,-17
8/1/2018,SEA,PDX,-5,-9
8/1/2018,PDX,SEA,-5,1
8/1/2018,SLC,LAX,-7,1
8/1/2018,FAT,SAN,-4,-11
8/1/2018,SAN,FAT,-5,-7
8/1/2018,FAT,SAN,-7,-17
8/1/2018,PDX,BOI,-6,-15
8/1/2018,PDX,SLC,-9,-17
8/1/2018,SAN,BOI,-7,-20
8/1/2018,BOI,SAN,-5,-2
8/1/2018,ONT,PDX,-13,-22
8/1/2018,MRY,SAN,36,36
8/1/2018,PDX,BIL,3,-14
8/1/2018,FAT,SEA,-1,-5
8/1/2018,SEA,FAT,-3,-16
8/1/2018,PDX,BOI,-4,2
8/1/2018,SMF,SAN,-10,-19
8/1/2018,PDX,BUR,6,2
8/1/2018,BOI,PDX,18,18
8/1/2018,PDX,BUR,-1,-6
8/1/2018,BUR,PDX,-1,-11
8/1/2018,PDX,RNO,-6,-16
8/1/2018,BUR,PDX,-1,-14
8/1/2018,BNA,LGA,-3,-18
8/1/2018,SLC,SMF,-5,-1
8/1/2018,SMF,SLC,1,7
8/1/2018,TPA,RDU,25,20
8/1/2018,RNO,SLC,-5,-13
8/1/2018,SLC,RNO,-1,4
8/1/2018,DEN,SLC,-5,-17
8/1/2018,SLC,DEN,11,14
8/1/2018,MSP,RST,-4,-16
8/1/2018,RST,MSP,-7,-25
8/1/2018,MSP,TVC,11,0
8/1/2018,ORD,JFK,120,137
8/1/2018,SLC,DEN,-4,-7
8/1/2018,DTW,JAX,54,56
8/1/2018,AEX,ATL,52,40
8/1/2018,ATL,AEX,54,44
8/1/2018,SNA,LAS,2,3
8/1/2018,AUS,RDU,39,30
8/1/2018,RDU,AUS,34,30
8/1/2018,LNK,MSP,1,7
8/1/2018,LNK,MSP,0,-8
8/1/2018,MSP,LNK,10,4
8/1/2018,LNK,MSP,7,13
8/1/2018,MSP,LNK,-5,-8
8/1/2018,MSP,LNK,-3,-6
8/1/2018,SJC,SLC,-6,-11
8/1/2018,SLC,SJC,5,5
8/1/2018,PDX,SEA,-7,-1
8/1/2018,SEA,PDX,-1,-5
8/1/2018,RNO,SLC,-3,-5
8/1/2018,SLC,RNO,-7,-6
8/1/2018,GRR,MSP,-4,-28
8/1/2018,MSP,GRR,2,-3
8/1/2018,MDW,MSP,33,42
8/1/2018,MSP,MDW,-3,18
8/1/2018,MSP,CVG,19,14
8/1/2018,MSP,XNA,-5,-11
8/1/2018,DTW,MKE,1,-5
8/1/2018,DTW,OKC,163,156
8/1/2018,ORD,MSP,-6,-19
8/1/2018,DEN,SLC,-7,-19
8/1/2018,KTN,SEA,-2,-11
8/1/2018,SEA,KTN,-2,-9
8/1/2018,ATL,LFT,1,23
8/1/2018,LFT,ATL,17,25
8/1/2018,HLN,MSP,-3,-7
8/1/2018,MSP,EWR,67,119
8/1/2018,PSC,MSP,-5,-13
8/1/2018,ATL,MGM,2,2
8/1/2018,MGM,ATL,1,14
8/1/2018,MDW,MSP,78,110
8/1/2018,MSP,MDW,-6,-6
8/1/2018,AZO,MSP,-7,19
8/1/2018,MSP,AZO,-3,-5
8/1/2018,SLC,DFW,-4,2
8/1/2018,ICT,MSP,-10,-5
8/1/2018,MSP,BNA,13,30
8/1/2018,SLC,OKC,49,29
8/1/2018,ATL,MLU,-3,4
8/1/2018,DTW,EWR,-4,-1
8/1/2018,EWR,DTW,1,-2
8/1/2018,AZO,DTW,-9,-14
8/1/2018,DTW,AZO,-2,4
8/1/2018,ATL,MLU,18,20
8/1/2018,MLU,ATL,24,20
8/1/2018,ATL,MLU,3,4
8/1/2018,MLU,ATL,9,21
8/1/2018,OKC,DTW,131,121
8/1/2018,LAS,SNA,-4,-10
8/1/2018,RDU,TPA,-2,-11
8/1/2018,TPA,RDU,-3,-14
8/1/2018,DTW,CHA,-4,-11
8/1/2018,CVG,DFW,25,22
8/1/2018,SLC,STL,79,78
8/1/2018,STL,SLC,83,73
8/1/2018,DTW,MKE,-5,-18
8/1/2018,MKE,DTW,-5,-10
8/1/2018,ATW,DTW,-5,-18
8/1/2018,DTW,ATW,-4,-9
8/1/2018,LEX,DTW,-7,-18
8/1/2018,ORD,CVG,86,99
8/1/2018,MCI,SEA,9,20
8/1/2018,SAT,SLC,-2,5
8/1/2018,SLC,SAT,-3,-20
8/1/2018,MSP,DFW,110,100
8/1/2018,CVG,MSP,-8,-34
8/1/2018,MSP,ICT,19,8
8/1/2018,CVG,RDU,-7,-10
8/1/2018,RDU,CVG,-3,-18
8/1/2018,LGA,BNA,114,128
8/1/2018,ATL,GNV,28,32
8/1/2018,GNV,ATL,40,68
8/1/2018,SEA,MCI,-11,-14
8/1/2018,BOS,CHS,-8,-18
8/1/2018,ORD,SLC,-5,-10
8/1/2018,DFW,CVG,19,22
8/1/2018,MEM,MSP,-3,-2
8/1/2018,SLC,ASE,16,15
8/1/2018,CVG,BNA,0,3
8/1/2018,PDX,SEA,8,-10
8/1/2018,SEA,PDX,9,8
8/1/2018,JAX,DTW,-7,-9
8/1/2018,MSP,IAH,-1,6
8/1/2018,CID,DTW,-1,3
8/1/2018,DTW,CID,2,-4
8/1/2018,LAX,LAS,-2,-14
8/1/2018,VLD,ATL,-7,2
8/1/2018,ATL,VLD,-4,9
8/1/2018,VLD,ATL,8,20
8/1/2018,DTW,MEM,-6,-5
8/1/2018,MEM,DTW,-4,-11
8/1/2018,MSP,OMA,34,24
8/1/2018,OMA,MSP,29,13
8/1/2018,ALB,DTW,-5,-16
8/1/2018,DTW,ALB,-5,-9
8/1/2018,SLC,ORD,14,26
8/1/2018,MCI,SLC,1,-1
8/1/2018,SLC,MCI,-3,2
8/1/2018,TUL,DTW,-7,-7
8/1/2018,CHA,ATL,-5,-14
8/1/2018,BNA,BOS,-3,2
8/1/2018,DTW,ATW,21,57
8/1/2018,SLC,STL,6,12
8/1/2018,ATW,DTW,-8,-6
8/1/2018,EWR,DTW,164,171
8/1/2018,MSP,ORD,27,23
8/1/2018,RST,MSP,-2,2
8/1/2018,LGA,CLT,23,62
8/1/2018,LAN,MSP,-5,-17
8/1/2018,LAN,MSP,-4,-20
8/1/2018,DTW,LAN,0,-1
8/1/2018,ICT,MSP,-4,6
8/1/2018,MSP,ICT,2,-5
8/1/2018,DTW,ERI,112,111
8/1/2018,FNT,MSP,-5,-1
8/1/2018,MSP,FNT,-3,-24
8/1/2018,DTW,ERI,-8,-8
8/1/2018,ERI,DTW,-9,0
8/1/2018,ATL,LFT,0,0
8/1/2018,LFT,ATL,-2,4
8/1/2018,MSP,LAN,-11,-19
8/1/2018,LAN,DTW,-4,2
8/1/2018,DTW,LAN,-5,-14
8/1/2018,DTW,LAN,-6,-6
8/1/2018,LAN,DTW,-5,-9
8/1/2018,ERI,DTW,-11,19
8/1/2018,LAN,DTW,-6,-4
8/1/2018,MSP,OMA,-3,-10
8/1/2018,BNA,CVG,-8,-5
8/1/2018,RDU,EWR,179,185
8/1/2018,DTW,LEX,-5,7
8/1/2018,LEX,DTW,6,4
8/1/2018,OMA,MSP,-6,-8
8/1/2018,SEA,BOI,9,11
8/1/2018,EWR,RDU,120,150
8/1/2018,CHA,DTW,43,25
8/1/2018,DTW,DFW,-4,29
8/1/2018,JFK,ORD,24,26
8/1/2018,BNA,DTW,40,30
8/1/2018,DTW,MDT,25,18
8/1/2018,MDT,DTW,278,268
8/1/2018,RDU,BNA,117,141
8/1/2018,CHA,DTW,-6,-9
8/1/2018,CLE,MSP,55,37
8/1/2018,BOS,BNA,59,64
8/1/2018,PIT,LGA,-15,-17
8/1/2018,ATL,VLD,22,17
8/1/2018,BOS,PIT,-7,5
8/1/2018,JFK,ORD,60,89
8/1/2018,STL,MSP,-4,-13
8/1/2018,ORD,JFK,24,25
8/1/2018,MSP,STL,5,5
8/1/2018,DTW,CHA,11,7
8/1/2018,BNA,JFK,85,101
8/1/2018,DTW,LAN,-6,-20
8/1/2018,JFK,PWM,104,87
8/1/2018,MSP,LAN,-6,-7
8/1/2018,DTW,GSO,-1,8
8/1/2018,LGA,ORD,-7,-25
8/1/2018,DTW,GRR,-6,-7
8/1/2018,GRR,DTW,-10,-10
8/1/2018,DAY,DTW,-8,-10
8/1/2018,DTW,DAY,-3,-2
8/1/2018,SLC,SMF,13,4
8/1/2018,SMF,SLC,12,0
8/1/2018,BNA,LGA,-4,-3
8/1/2018,DFW,MSP,2,-11
8/1/2018,LAN,DTW,-7,-9
8/1/2018,DTW,HSV,1,-2
8/1/2018,GRB,MSP,13,22
8/1/2018,MSP,GRB,16,18
8/1/2018,ORD,LGA,-6,7
8/1/2018,MSP,BNA,-2,-3
8/1/2018,GRB,MSP,-3,-9
8/1/2018,MSP,GRB,30,14
8/1/2018,LGA,ORD,0,45
8/1/2018,LAN,MSP,29,17
8/1/2018,MSP,LAN,-2,-9
8/1/2018,GSO,DTW,-4,-15
8/1/2018,LGA,ORD,-5,-10
8/1/2018,GRB,MSP,-3,12
8/1/2018,MSP,GRB,-2,8
8/1/2018,ORD,LGA,-3,7
8/1/2018,LGA,PIT,261,263
8/1/2018,ABQ,SLC,-8,-9
8/1/2018,SLC,ABQ,-3,-11
8/1/2018,CLE,MSP,11,20
8/1/2018,SEA,SLC,40,31
8/1/2018,DTW,GSP,-3,17
8/1/2018,GSP,DTW,-2,-22
8/1/2018,JFK,BNA,-1,51
8/1/2018,FNT,MSP,-6,-18
8/1/2018,MSP,FNT,-7,-8
8/1/2018,LGA,ORD,73,109
8/1/2018,ORD,LGA,172,194
8/1/2018,DTW,LIT,-3,13
8/1/2018,DTW,MDT,-7,-4
8/1/2018,MDT,DTW,-2,13
8/1/2018,LGA,BNA,-7,-23
8/1/2018,BHM,DTW,-2,-19
8/1/2018,DTW,BHM,-5,2
8/1/2018,DTW,MKE,-6,-19
8/1/2018,DTW,LEX,3,7
8/1/2018,LEX,DTW,-6,-11
8/1/2018,DTW,LEX,29,30
8/1/2018,ATL,MGM,15,12
8/1/2018,MGM,ATL,13,3
8/1/2018,DTW,IAD,0,6
8/1/2018,IAD,DTW,-3,5
8/1/2018,RDU,BOS,21,19
8/1/2018,BDL,RDU,-5,-15
8/1/2018,MSP,SAT,-1,-19
8/1/2018,BOS,RDU,126,122
8/1/2018,RDU,TPA,155,151
8/1/2018,CHS,BOS,109,95
8/1/2018,ORD,LGA,73,119
8/1/2018,AZO,DTW,-14,-21
8/1/2018,ORD,LGA,124,160
8/1/2018,LGA,ORD,-9,38
8/1/2018,MSP,MDW,1,-6
8/1/2018,DTW,AZO,111,124
8/1/2018,MFR,SEA,-10,-7
8/1/2018,SEA,MFR,14,7
8/1/2018,DTW,SBN,66,52
8/1/2018,SBN,DTW,47,49
8/1/2018,IAH,MSP,-1,-4
8/1/2018,DTW,SAT,119,127
8/1/2018,SAT,DTW,-1,-9
8/1/2018,ATL,GNV,-3,21
8/1/2018,GNV,ATL,19,16
8/1/2018,DTW,GSO,-5,6
8/1/2018,GSO,DTW,-6,-19
8/1/2018,DTW,SDF,-3,20
8/1/2018,SDF,DTW,17,15
8/1/2018,ATL,MGM,16,22
8/1/2018,MGM,ATL,20,24
8/1/2018,DTW,SDF,4,-1
8/1/2018,SDF,DTW,-3,-10
8/1/2018,ATL,MLU,34,45
8/1/2018,MLU,ATL,50,43
8/1/2018,DTW,SDF,797,803
8/1/2018,SDF,DTW,788,792
8/1/2018,MEM,MSP,0,-9
8/1/2018,MSP,MEM,-4,-3
8/1/2018,SAT,SLC,14,14
8/1/2018,SLC,SAT,10,7
8/1/2018,MSN,MSP,-4,14
8/1/2018,PIA,DTW,739,715
8/1/2018,DTW,CLE,69,52
8/1/2018,MSN,MSP,-8,-2
8/1/2018,MSP,MSN,-4,-9
8/1/2018,ATL,CSG,1,4
8/1/2018,CSG,ATL,1,8
8/1/2018,GFK,MSP,-3,-10
8/1/2018,CLE,DTW,1,3
8/1/2018,MSP,GFK,-6,-23
8/1/2018,DTW,CLE,24,23
8/1/2018,DTW,EWR,-6,-17
8/1/2018,EWR,DTW,0,2
8/1/2018,SEA,BOI,-2,3
8/1/2018,PDX,SEA,29,21
8/1/2018,SEA,PDX,25,25
8/1/2018,DAY,DTW,7,12
8/1/2018,DTW,LEX,54,51
8/1/2018,LEX,DTW,49,49
8/1/2018,SLC,BOI,1,0
8/1/2018,BNA,JFK,61,53
8/1/2018,HSV,DTW,189,171
8/1/2018,MSP,MSN,29,25
8/1/2018,MSP,CLE,-7,0
8/1/2018,MFR,SEA,22,13
8/1/2018,RDU,BOS,-1,-4
8/1/2018,HPN,DTW,-7,-1
8/1/2018,PWM,DTW,-1,7
8/1/2018,DTW,OMA,2,2
8/1/2018,OMA,DTW,0,-4
8/1/2018,RDU,BDL,21,13
8/1/2018,CMH,DTW,0,1
8/1/2018,DTW,PWM,237,237
8/1/2018,PWM,DTW,422,411
8/1/2018,DTW,TUL,35,40
8/1/2018,RDU,TPA,43,35
8/1/2018,TPA,RDU,36,24
8/1/2018,DTW,PWM,-3,-13
8/1/2018,DTW,SYR,-3,-22
8/1/2018,SYR,DTW,-6,-14
8/1/2018,DTW,SYR,90,81
8/1/2018,SYR,DTW,58,55
8/1/2018,BUR,SLC,276,280
8/1/2018,SLC,BUR,278,288
8/1/2018,LGA,PIT,-7,-15
8/1/2018,PIT,BOS,102,129
8/1/2018,MSP,CID,-5,-15
8/1/2018,PIT,LGA,-6,130
8/1/2018,ASE,LAX,-30,-52
8/1/2018,DTW,HPN,-4,-2
8/1/2018,BOS,RDU,-6,-12
8/1/2018,SUN,SLC,-5,-1
8/1/2018,ASE,SLC,1,-5
8/1/2018,SUN,SLC,1,4
8/1/2018,MSP,SDF,-3,-9
8/1/2018,SDF,MSP,-1,-13
8/1/2018,SLC,OKC,100,136
8/1/2018,SLC,RAP,13,-1
8/1/2018,ATL,FWA,41,31
8/1/2018,DTW,PIA,-6,-12
8/1/2018,MSP,SBN,-5,47
8/1/2018,MSP,RST,-5,-4
8/1/2018,DTW,ATW,-6,-7
8/1/2018,MSP,MEM,-4,-6
8/1/2018,ATL,PIA,4,-5
8/1/2018,DTW,CID,-2,-9
8/1/2018,DTW,DAY,-3,-14
8/1/2018,SEA,MFR,-6,-7
8/1/2018,MSP,STL,-5,-3
8/1/2018,STL,MSP,-6,4
8/1/2018,BUR,SLC,47,45
8/1/2018,SLC,BUR,48,50
8/1/2018,LIT,DTW,-7,-7
8/1/2018,MSP,OMA,-4,-5
8/1/2018,OMA,MSP,-6,-12
8/1/2018,SLC,MKE,56,52
8/1/2018,MSP,RAP,-2,-9
8/1/2018,DTW,OKC,-3,-20
8/1/2018,SAT,MSP,129,146
8/1/2018,DTW,CID,-5,-10
8/1/2018,ASE,SLC,-12,-18
8/1/2018,MKE,DTW,42,33
8/1/2018,JFK,RDU,-6,1
8/1/2018,JFK,RDU,-2,17
8/1/2018,JFK,CLT,-5,-37
8/1/2018,JFK,CLT,60,198
8/1/2018,STL,SLC,-12,3
8/1/2018,BIL,MSP,-2,-1
8/1/2018,MSP,BIL,-2,-6
8/1/2018,MSP,TVC,-4,8
8/1/2018,TVC,MSP,-3,24
8/1/2018,BNA,JFK,-4,-5
8/1/2018,LEX,MSP,-8,-4
8/1/2018,MSN,SLC,19,8
8/1/2018,SBN,DTW,-5,-3
8/1/2018,SHV,ATL,1,-2
8/1/2018,GRR,MSP,2,-9
8/1/2018,MSP,GRR,-2,4
8/1/2018,DAY,MSP,-6,-5
8/1/2018,MSP,DAY,-3,-12
8/1/2018,SLC,TUS,2,7
8/1/2018,TUS,SLC,10,10
8/1/2018,BIL,MSP,-5,-8
8/1/2018,MSP,BIL,-2,4
8/1/2018,ATL,CHA,8,10
8/1/2018,CHA,ATL,17,50
8/1/2018,ATL,OAJ,-3,-9
8/1/2018,OAJ,ATL,-6,-11
8/1/2018,LGA,PIT,-5,-10
8/1/2018,JFK,BOS,175,168
8/1/2018,BOS,JFK,-8,-17
8/1/2018,CMH,DTW,-11,-13
8/1/2018,DTW,CMH,-5,-8
8/1/2018,DTW,PVD,-6,-15
8/1/2018,PVD,DTW,-8,-8
8/1/2018,DTW,CMH,-4,-1
8/1/2018,LGA,MKE,-2,-6
8/1/2018,SLC,SMF,92,84
8/1/2018,SMF,SLC,77,76
8/1/2018,IDA,SLC,-1,3
8/1/2018,DTW,PVD,-8,0
